department;number;valid_to;call_sign;category;transmitter_power;operator_1;operator_2;operator_3;applicant_name;applicant_city;applicant_street;applicant_house;applicant_number;enduser_name;enduser_city;enduser_street;enduser_house;enduser_number;station_city;station_street;station_house;station_number
UKE-GdaÒsk;0027/K/E/2011;2016-05-20;SP2PHA;1;150;SQ2AJS;SQ2AJN;SP2QCR;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;"Radioklub ""Jantar""";STEGNA;ul. GdaÒska;34;;STEGNA;ul. GdaÒska;34;
UKE-RzeszÛw;2/K/O/2011;2016-06-20;SP8KPK;1;500;SP8MFW;SP8UWT;SP7CHK;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;MiÍdzyszkolny Klub Radio≥πcznoúci SP8KPK przy Zespole SzkÛ≥ Nr 1 w Stalowej Woli;Stalowa Wola;ul. Hutnicza;17;301;Stalowa Wola;ul. Hutnicza;17;301
UKE-Wroc≥aw;90/K/R/2011;2016-06-28;SP6PKO;1;500;SP6OPL;SP6BPT;SP6RLL;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Klub KrÛtkofalowcÛw PZK przy CKiT w Walimiu;Walim;Koúciuszki;2;;Walim;ul. T. Koúciuszki;2;
UKE-PoznaÒ;11/T/K/N/2016;2016-06-30;SN60PPC;T;100;SQ3OPM;SP3BVA;SO3ALG;POLSKI ZWI•ZEK KR”TKOFALOWC”W;WARSZAWA;OK”LNIK;9A;16;SZKOLNY KLUB KR”TKOFALOWC”W IM.GEN.BRONI KAZIMIERZA RASZEWSKIEGO;POZNA—;LESZKA;42;;POZNA—;LESZKA;42;
UKE-Wroc≥aw;12/K/R/2011;2016-07-01;SP6PAX;1;500;SP6BXP;SP6RGC;SP6NXZ;Sudecki Oddzia≥ Terenowy Polskiego Zwiπzku KrÛtkofalowcÛw;Kamienna GÛra;ul. Piastowska;3;;"Klub KrÛtkofalowcÛw PZK przy SM ""SZAROTKA""";Kamienna GÛra;S≥owackiego;28;;Kamienna GÛra;ul. Cicha;8 A;
UKE-PoznaÒ;12/K/N/2011;2016-07-10;SP3PML;1;150;SP3EAT;SP3SXX;SP3AAA;POLSKI ZWI•ZEK KR”TKOFALOWC”W;WARSZAWA;OK”LNIK;9A;16;WOJSKOWY KLUB KR”TKOFALOWC”W I RADIOAMATOR”W PZK;POZNA—;DOJAZD;30;;POZNA—;DOJAZD;30;
UKE-Olsztyn;2/K/M/2011;2016-07-11;SP4PND;1;500;SP4JCP;SP4ETO;SP4CUF;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9A;16;Koniewo;;20;
UKE-Olsztyn;3/K/M/2011;2016-07-11;SP4PIN;1;500;SP4KA;SP4ETO;SP4AAZ;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9A;16;Olsztyn;Ba≥tycka;37A;
UKE-Warszawa;33/K/B/2016;2016-07-17;SN15WKD;T;500;SP5CCK;;;WARSZAWSKI ODDZIA£ TERENOWY PZK;Warszawa;ul. Lokajskiego;22;42;Warszawski Oddzia≥ Terenowy PZK;Warszawa;ul. Lokajskiego;22;42;Grodzisk Maz.;ul. Sienkiewicza;27;41
UKE-Olsztyn;4/K/M/2011;2016-07-18;SP4POB;1;500;SP4MPG;SP4MPB;SP4DEU;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9A;16;Barczewko;;133;
UKE-RzeszÛw;5/K/O/2011;2016-07-26;SP8KBZ;1;150;SP8EEX;SQ8IJZ;SQ8AQX;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Mielecki Radioklub Polskiego Zwiπzku KrÛtkofalowcÛw SP8KBZ;Mielec;ul. SÍkowskiego;6A;11;Mielec;ul. SÍkowskiego;6A;11
UKE-Katowice;20/K/F/2011;2016-07-28;SP9ZAZ;1;150;SP9CAT;SP9GDI;SP9ERT;Zwiπzek Harcerstwa Polskiego Chorπgiew ålπska;Katowice;Al.Korfantego;8;;Zwiπzek Harcerstwa Polskiego Chorπgiew ålπska;Katowice;Al.Korfantego;8;;Katowice;Mys≥owicka;22;6
UKE-Katowice;79/K/F/2011;2016-07-28;SP9PZU;1;150;SQ9ZM;SP9UPH;SQ9QU;"GÛrnicza SpÛ≥dzielnia Mieszkaniowa ""NASZ DOM""";Ruda ålπska;K≥odnicka;97;;"GÛrnicza SpÛ≥dzielnia Mieszkaniowa ""NASZ DOM""";Ruda ålπska;K≥odnicka;97;;Ruda ålπska;K≥odnicka;99;
UKE-Wroc≥aw;135/K/R/2011;2016-07-29;SP6ZPZ;1;500;SQ6XL;SP6ICO;SP6QNU;Zwiπzek Harcerstwa Polskiego Chorπgiew Dolnoúlπska;Wroc≥aw;ul. Nowa;6;;"Harcerski Klub £πcznoúci  ""Wroc≥awskie OrlÍta""";Wroc≥aw;ul. Koøuchowska;13;;Wroc≥aw;ul. Koøuchowska;13;
UKE-Wroc≥aw;42/K/R/2011;2016-07-29;SP6ZDA;1;500;SQ6XL;SP6ICO;SP6QNU;Zwiπzek Harcerstwa Polskiego Chorπgiew Dolnoúlπska;Wroc≥aw;ul. Nowa;6;;"Harcerski Klub £πcznoúci  ""Wroc≥awskie OrlÍta""";Wroc≥aw;ul. Koøuchowska;13;;Wroc≥aw;ul. Koøuchowska;13;
UKE-Bydgoszcz;19/K/D/2016;2016-07-30;HF95ZS;T;500;SP2JBJ;SP2QVH;SQ2FRQ;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;£ochowo;ul. Wczasowa;3;
UKE-Bydgoszcz;20/K/D/2016;2016-07-30;3Z0OJG;T;500;SQ2FRQ;SQ2HCE;SP2RIQ;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Bydgoszcz;ul. A.G.Siedleckiego;30;
UKE-Warszawa;31/K/B/2016;2016-07-30;HF16URSA;T;1500;SQ5JD;;;POLSKI ZWI•ZEK KR”TKOFALOWC”W;Warszawa;ul. OkÛlnik;9A;16;POLSKI ZWI•ZEK KR”TKOFALOWC”W;Warszawa;ul. OkÛlnik;9A;16;Warszawa;ul. Kordeckiego;66;U1
UKE-Warszawa;32/K/B/2016;2016-07-30;SN16UM;T;1500;SQ5JD;;;POLSKI ZWI•ZEK KR”TKOFALOWC”W;Warszawa;ul. OkÛlnik;9A;16;Praski Oddzia≥ Terenowy PZK;Warszawa;ul. Kordeckiego;66;U1/U2;Warszawa;ul. Kordeckiego;66;U1
UKE-RzeszÛw;3/K/O/2011;2016-07-31;SP8PRZ;1;500;SP8BRQ;SP8BRE;SP8TJU;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Rzeszowski Oddzia≥ Polskiego Zwiπzku KrÛtkofalowcÛw (OT-Nr 18);RzeszÛw;ul. Dπbrowskiego;32;4;RzeszÛw;ul. Dπbrowskiego;32;4
UKE-RzeszÛw;4/K/O/2011;2016-07-31;SP8ZIV;1;500;SP8AUP;SP8RHO;SP8LNO;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Klub £πcznoúci Zwiπzku Harcerstwa Polskiego przy Komendzie Hufca ZHP w Jaros≥awiu;Jaros≥aw;ul. Sienkiewicza;11;;Jaros≥aw;ul. Sienkiewicza;11;
UKE-Szczecin;82/K/P/2015;2016-07-31;SN1K;T;500;SP1II;SQ1OD;SQ1FTE;Liga Obrony Kraju;Warszawa;Chocimska;14;;Klub £πcznoúci LOK SP1KBK;Postomino;;85A;;Postomino;;85A;
UKE-Warszawa;26/K/B/2016;2016-07-31;HF180WSP;T;500;SP5RDD;;;Ochotnicza Straø Poøarna URSUS;Warszawa;ul. Rynkowa;8;;Klub Radioamatorski SP5KEH przy OSP Ursus;Warszawa;ul. Rynkowa;8;;Warszawa;ul. Rynkowa;8;
UKE-Bydgoszcz;4/K/D/2016;2016-08-01;SN55KCW;T;500;SP2FCR;SP2GTJ;SP2UKD;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Inowroc≥aw;ul. ToruÒska;60;
UKE-Warszawa;42/K/B/2015;2016-08-01;SN5G;T;1500;SP5PB;SQ5TDN;SQ5WWK;LIGA OBRONY KRAJU;Warszawa;ul. Chocimska;14;;Klub £πcznoúci  LOK  SP5KCR;Warszawa;Chocimska;14;;Warszawa;Chocimska;14;
UKE-Wroc≥aw;1/K/R/2011;2016-08-01;SP6PZG;1;500;SP6GTN;SP6RSP;SP6IEQ;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Klub £πcznoúci Radiowej Ziemi åwidnickiej;åwidnica;Wilcza;7;;åwidnica;ul. Wilcza;7;
UKE-KrakÛw;163/K/I/2011;2016-08-02;SP9PZF;1;150;SQ9CAV;SP9AED;SP9NH;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;"Tarnowski Klub Przemiennikowy PZK ""Elektronik""";TarnÛw;ul. Nowy åwiat;57;;TarnÛw;ul. Nowy åwiat;57;
UKE-Warszawa;68/K/B/2011;2016-08-02;SP5KRD;1;150;SP5IWE;SQ5ARB;SP5FEM;LIGA OBRONY KRAJU;Warszawa;ul. Chocimska;14;;Liga Obrony Kraju;Warszawa;ul. Chocimska;14;;CIECHAN”W;ul. Rzeczkowska;4;
UKE-Warszawa;69/K/B/2011;2016-08-03;SP5PAU;1;150;SP5DXU;SP5CJY;SP6RLH;POLSKI ZWI•ZEK KR”TKOFALOWC”W;Warszawa;ul. OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9a;16;Pu≥tusk;ul. Na Skarpie;8;
UKE-Warszawa;70/K/B/2011;2016-08-03;SP5KMB;1;500;SP5GCX;SP5LKJ;SP5IUY;LIGA OBRONY KRAJU;Warszawa;ul. Chocimska;14;;Liga Obrony Kraju;Warszawa;ul. Chocimska;14;;PruszkÛw;ul. KsiÍcia JÛzefa;1;
UKE-KrakÛw;164/K/I/2011;2016-08-05;SP9PEE;1;150;SP9CQ;SP9ODY;SP9IQO;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Gorlicki Klub KrÛtkofalowcÛw PZK;Gorlice;ul. Michalusa;4;;Gorlice;ul. Michalusa;4;
UKE-Warszawa;22/K/B/2016;2016-08-08;SN360BPW;T;500;SQ5LTH;;;POLSKI ZWI•ZEK KR”TKOFALOWC”W;Warszawa;ul. OkÛlnik;9A;16;Praski Oddzia≥ Terenowy PZK;Warszawa;ul. Osowska;73/79;38;Warszawa;ul. Osowska;73/79;38
UKE-GdaÒsk;0143/K/E/2015;2016-08-14;SP2AO;T;500;SP2HQY;SQ2WHH;;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;WARSZAWA;ul. OkÛlnik;9A;16;GDA—SK;ul. Wita Stwosza;73;122
UKE-GdaÒsk;0144/K/E/2015;2016-08-14;SP2GS;T;500;SP2HQY;SQ2WHH;;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;WARSZAWA;ul. OkÛlnik;9A;16;GDA—SK;ul. Wita Stwosza;73;122
UKE-GdaÒsk;0145/K/E/2015;2016-08-14;SP2DX;T;500;SP2HQY;SQ2WHH;;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;WARSZAWA;ul. OkÛlnik;9A;16;GDA—SK;ul. Wita Stwosza;73;122
UKE-RzeszÛw;6/K/O/2011;2016-08-15;SP8PAB;1;150;SP8NFP;SP8SRS;SP8UZI;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Bieszczadzki Klub KrÛtkofalowcÛw przy Sanockim Domu Kultury SP8PAB;Sanok;ul. Mickiewicza;24;;Sanok;ul. Mickiewicza;24;
UKE-RzeszÛw;7/K/O/2011;2016-08-15;SP8ZKX;1;150;SP8AQA;SQ8CBO;SP8MI;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;"Klub KrÛtkofalowcÛw ""G•BKA"" przy Instruktorskim KrÍgu Seniora ZHP";Ustrzyki Dolne;ul. 1 Maja;1;;Ustrzyki Dolne;ul. 1 Maja;1;
UKE-RzeszÛw;8/K/O/2011;2016-08-15;SP8ZBW;1;150;SP8GEY;SP8ICB;SP8WJW;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Harcerski Klub £πcznoúci SP8ZBW przy Zespole SzkÛ≥ Technicznych w Jaúle;Jas≥o;ul. Staszica;30;;Jas≥o;ul. Staszica;30;
UKE-Zielona GÛra;37/K/S/2014;2016-08-17;SP3KEY;1;500;SQ3A;SP6HEQ;SP3HRN;Liga Obrony Kraju;Warszawa;CHOCIMSKA;14;;Klub £πcznoúci LOK Nowosolski Klub KrÛtkofalowcÛw;Nowa SÛl;AL. WOLNOåCI;8;;Nowa SÛl;AL. WOLNOåCI;8;
UKE-Zielona GÛra;4/K/S/2015;2016-08-17;SN3R;T;1500;SP3RBR;SP3HRN;SQ3JPD;Liga Obrony Kraju;Warszawa;CHOCIMSKA;14;;Klub £πcznoúci LOK Nowosolski Klub KrÛtkofalowcÛw;Nowa SÛl;AL. WOLNOåCI;8;;Nowa SÛl;AL. WOLNOåCI;8;
UKE-KrakÛw;196/K/I/2015;2016-08-20;HF40OTPZKT;T;500;SP9IEK;SP9LAS;SP9JZT;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Oddzia≥ Terenowy PZK w Tarnowie;TarnÛw;ul. Krzyska;6;;TarnÛw;ul. Krzyska;6;
UKE-Katowice;113/K/F/2011;2016-08-28;SP9PKS;1;150;SP9GO;SP9NLX;SP9TPZ;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9 A;16;SP9PKS Klub Polskiego Zwiπzku KrÛtkofalowcÛw;MikolÛw;Øwirki i Wigury;4a;;Miko≥Ûw;Øwirki i Wigury;4a;
UKE-Bydgoszcz;23/K/D/2016;2016-08-31;HF7BPM;T;500;SP2JBJ;SP2QVH;SQ2FRQ;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;£ochowo;ul. Wczasowa;3;
UKE-KrakÛw;200/K/I/2015;2016-08-31;HF2SDM;T;500;SP9MAX;SP9MAT;;Ma≥opolskie Stowarzyszenie KrÛtkofalowcÛw Oddzia≥ Terenowy Polskiego Zwiπzku KrÛtkofalowcÛw w Krakowie;KrakÛw;ul. Basztowa;15;17;Ma≥opolskie Stowarzyszenie KrÛtkofalowcÛw Oddzia≥ Terenowy Polskiego Zwiπzku KrÛtkofalowcÛw w Krakowie;KrakÛw;ul. Basztowa;15;17;KrakÛw;ul. Basztowa;15;17
UKE-Warszawa;34/K/B/2016;2016-08-31;SN31SDM;T;500;SP5CNA;;;WARSZAWSKI ODDZIA£ TERENOWY PZK;Warszawa;ul. Lokajskiego;22;42;Warszawski Oddzia≥ Terenowy PZK;Warszawa;ul. Lokajskiego;22;42;ZEGRZE;ul. Juzistek;2 bl.4;328a
UKE-Wroc≥aw;003/K/R/2011;2016-09-01;SP6PTT;1;500;SQ6KOA;SP6XRH;SQ6OEO;Sudecki Oddzia≥ Terenowy Polskiego Zwiπzku KrÛtkofalowcÛw;Kamienna GÛra;ul. Piastowska;3;;Klub KrÛtkofalowcÛw;Kamienna GÛra;ul. Jagie≥≥y;10;;TwardgÛra;ul. Jagie≥≥y;10;
UKE-KrakÛw;165/K/I/2011;2016-09-02;SP9PEX;1;150;SP9TTX;SQ9MES;SQ9NKK;Ma≥opolskie Stowarzyszenie KrÛtkofalowcÛw Oddzia≥ Terenowy Polskiego Zwiπzku KrÛtkofalowcÛw w Krakowie;KrakÛw;ul. Basztowa;15;17;Klub KrÛtkofalowcÛw;Olkusz;ul. Buchowieckiego;52;;Olkusz;ul. Buchowieckiego;52;
UKE-Warszawa;71/K/B/2011;2016-09-05;SP5KVW;1;500;SP5NZH;SP5RMT;SP5MXZ;POLSKI ZWI•ZEK KR”TKOFALOWC”W;Warszawa;ul. OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9a;16;Ostro≥Íka;ul. KrÛla Jana Kazimierza;1;
UKE-Bydgoszcz;21/K/D/2016;2016-09-25;HF50NS;T;500;SP2JBJ;SP2QVH;SQ2FRQ;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;£ochowo;ul. Wczasowa;3;
UKE-Katowice;209/K/F/2016;2016-09-30;SN200SG;T;500;SP9HTY;SP9GFI;SP9DYA;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9 A;16;"Szkolny Klub PZK przy Zespole SzkÛ≥ Zawodowych ""Sztygarka""";Dπbrowa GÛrnicza;LegionÛw Polskich;69;;Dπbrowa GÛrnicza;LegionÛw Polskich;69;
UKE-Katowice;213/K/F/2016;2016-09-30;HF250NCH;T;150;SP9WAY;SP9MRP;SP9XLC;Ochotnicza Straø Poøarna w Orzechu Gmina åwierklaniec;Orzech;WieczorkÛw;34;;KoleøeÒski Klub KrÛtkofalowcÛw przy OSP Orzech SP9YST;Orzech;WieczorkÛw;34;;Orzech;WieczorkÛw;34;
UKE-£Ûdü;159/K/L/2015;2016-09-30;3Z0MK;T;500;SP7MTF;SP7QHR;SQ7OVV;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9a;16;ZduÒskowolski Klub KrÛtkofalowcÛw PZK;ZduÒska Wola;RÛøana;2;;ZduÒska Wola;Z≥otnickiego;7;
UKE-£Ûdü;174/K/L/2016;2016-09-30;SN30BPK;T;500;SQ7OCJ;SP7NPR;;Liga Obrony Kraju;Warszawa;CHOCIMSKA;14;;Klub £πcznoúci LOK SP7KMX;Skierniewice;NowobielaÒska;26A;3;Skierniewice;NowobielaÒska;26A;
UKE-Warszawa;16/K/B/2016;2016-09-30;HF30BLP;T;150;SQ5CSF;;;POLSKI ZWI•ZEK KR”TKOFALOWC”W;Warszawa;ul. OkÛlnik;9A;16;"Terenowo-contestowy Klub KrÛtkofalarski ""Alberyk""";Koz≥Ûw  Biskupi;ul. Nadrzeczna;2;;Koz≥Ûw  Biskupi;ul. Nadrzeczna;2;
UKE-Olsztyn;1/K/M/2016;2016-10-02;SN4PW;T;500;;;;Liga Obrony Kraju;Warszawa;Chocimska;14;;Klub £πcznoúci Ligi Obrony Kraju SP4KSY;Olsztyn;Westerplatte;1A;;Olsztyn;Westerplatte;1;
UKE-Warszawa;25/K/B/2016;2016-10-02;SP72PW;T;500;SP5PB;;;LIGA OBRONY KRAJU;Warszawa;ul. Chocimska;14;;Klub £πcznoúci  LOK  SP5KCR;Warszawa;Chocimska;14;;Warszawa;ul. Chocimska;14;
UKE-KrakÛw;166/K/I/2011;2016-10-03;SP9PGB;1;150;SP9MRY;SQ9GL;SQ9IVL;Ma≥opolskie Stowarzyszenie KrÛtkofalowcÛw Oddzia≥ Terenowy Polskiego Zwiπzku KrÛtkofalowcÛw w Krakowie;KrakÛw;ul. Basztowa;15;17;Klub £πcznoúci BabiogÛrskiej Grupy KrÛtkofalowcÛw;MakÛw PodhalaÒski;ul. Koúciuszki;5;;MakÛw PodhalaÒski;ul. Koúciuszki;5;
UKE-Warszawa;54/K/B/2015;2016-10-03;SN1944W;T;500;SP5SSB;;;WARSZAWSKI ODDZIA£ TERENOWY PZK;Warszawa;ul. Lokajskiego;22;42;Warszawski Oddzia≥ Terenowy PZK;Warszawa;ul. Lokajskiego;22;42;Warszawa;ul. Lokajskiego;22;42
UKE-Warszawa;55/K/B/2015;2016-10-03;SN0MPW;T;500;SP5SSB;;;WARSZAWSKI ODDZIA£ TERENOWY PZK;Warszawa;ul. Lokajskiego;22;42;Warszawski Oddzia≥ Terenowy PZK;Warszawa;ul. Lokajskiego;22;42;Warszawa;ul. Øwirki  i Wigury;10;69
UKE-Wroc≥aw;65/K/R/2011;2016-10-03;SP6KBL;1;500;SP6GWB;SP6BVR;SP6MLK;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Sudecki Klub Mikrofalowy  przy SOT PZK;K≥odzko;ul. PiÍkna;2;;K£ODZKO;ul. PiÍkna;2;
UKE-£Ûdü;160/K/L/2015;2016-10-11;SN7V;T;1500;SP7MTU;SP7XK;SQ7MZH;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9a;16;"Osiedlowy Klub PZK przy SM ""ZARZEW""";£Ûdü;PrzÍdzalniana;102/104;;£Ûdü;Ketlinga;23;74
UKE-RzeszÛw;9/K/O/2011;2016-10-15;SP8YAY;1;150;SQ9AOL;SQ8AQO;SQ8MXE;Stowarzyszenie KrÛtkofalowcÛw i RadioamatorÛw Delta;DÍbica;ul. Sportowa;26;;Szkolny Klub £πcznoúci przy Zespole SzkÛ≥ w Podgrodziu;Podgrodzie;;56 A;;Podgrodzie;;56 A;
UKE-RzeszÛw;10/K/O/2011;2016-10-15;SP8KKM;1;150;SP9MZX;SQ8MXC;SQ8MXK;Stowarzyszenie KrÛtkofalowcÛw i RadioamatorÛw Delta;DÍbica;ul. Sportowa;26;;DÍbicki Klub £πcznoúci Polskiego Zwiπzku KrÛtkofalowcÛw;DÍbica;ul. Sportowa;26;;DÍbica;ul. Sportowa;26;
UKE-Katowice;193/K/F/2015;2016-10-22;HF60KAG;T;500;;;;Liga Obrony Kraju;Warszawa;Chocimska;14;;Liga Obrony Kraju;Warszawa;Chocimska;14;;Gliwice;Korfantego;6;
UKE-Bia≥ystok;2/D/K/C/2015;2016-10-23;SO4B;1;500;;;;Klub KrÛtkofalowcÛw PZK przy Zespole SzkÛ≥ Mechanicznych w £apach SP4PBI;Warszawa;ul. OkÛlnik;9A;16;Klub KrÛtkofalowcÛw PZK przy Zespole SzkÛ≥ Mechanicznych w £apach SP4PBI;Warszawa;ul. OkÛlnik;9A;16;£apy;£apy-£ynki;5;
UKE-Katowice;142/K/F/2011;2016-10-25;SP9PRR;1;150;SQ9NOS;SQ9NOZ;SQ9SBD;Ochotnicza Straø Poøarna w Siedliskach;Siedliska;Leúna;1;;Ochotnicza Straø Poøarna w Siedliskach;Siedliska;Leúna;1;;Kuünia Raciborska;Jagodowa;15;
UKE-Wroc≥aw;6/D/K/R/2015;2016-10-27;HF6K;T;1500;SQ6POL;SQ6RKP;SQ6PNP;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;SP6PWS - Klub KrÛtkofalowcÛw Dolnoúlπskiego OT PZK;Wroc≥aw;;;;Wroc≥aw;Osadnicza;19;
UKE-Wroc≥aw;7/D/K/R/2015;2016-10-27;HF6M;T;1500;SP6FAF;SP6RLL;SQ6YO;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;SP6PZB - Klub KrÛtkofalowcÛw Dolnoúlπskiego OT PZK;DzierøoniÛw;ul. Klonowa;2;;DzierøoniÛw;ul. Klonowa;2;
UKE-RzeszÛw;11/K/O/2011;2016-10-30;SP8ZBX;1;500;SP8NFX;SP8NFZ;SP8OV;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;"Radioklub ZHP ""WILGA"" SP8ZBX przy Zespole SzkÛ≥ Ponadgimnazjalnych Nr 5 Krosno";Krosno;ul. Rzeszowska;10;;Krosno;ul. Rzeszowska;10;
UKE-Katowice;190/K/F/2015;2016-10-31;3Z9DG;T;1500;SP9UNQ;;;"Stowarzyszenie ""Razem G≥oúniej""";Dπbrowa GÛrnicza;Wojska Polskiego;31;;"Stowarzyszenie ""Razem G≥oúniej""";Dπbrowa GÛrnicza;Wojska Polskiego;31;;Dπbrowa GÛrnicza;Wojska Polskiego;31;
UKE-KrakÛw;167/K/I/2011;2016-11-02;SP9PGM;1;150;SP9IKN;SP9VNL;SP9VRO;Ma≥opolskie Stowarzyszenie KrÛtkofalowcÛw Oddzia≥ Terenowy Polskiego Zwiπzku KrÛtkofalowcÛw w Krakowie;KrakÛw;ul. Basztowa;15;17;Klub £πcznoúci przy Gimnazjum nr 1 w Zakopanem im. Olgi i Andrzeja Ma≥kowskich;Zakopane;ul. Nowotarska;42;;Zakopane;ul. Nowotarska;42;
UKE-Katowice;202/K/F/2016;2016-11-05;HF31ROT;T;500;SP9MDY;;;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9 A;16;Klub £πcznoúci Radiowej PZK SP9KJU w Raciborzu;RacibÛrz;Serafina Myúliwca;9;2 c;RacibÛrz;Serafina Myúliwca;9;2 c
UKE-Katowice;23/K/F/2011;2016-11-07;SP9PPP;1;150;SP9JCN;SP9MRP;SP9UXB;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9 A;16;Szkolny Sportowy Klub KrÛtkofalowcÛw PZK przy Technikum Nr 4 im. Marii Sk≥odowskiej-Curie;Bytom;Katowicka;39;2;Bytom;Katowicka;35;
UKE-Katowice;4/K/F/2011;2016-11-07;SP9PEZ;1;150;SP9MRP;SP9RTR;SP9DAC;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9 A;16;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9 A;16;Katowice;Jasna;8;1
UKE-Szczecin;148/K/P/2015;2016-11-08;HF1AMS;T;500;SP1TMN;;;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;OkÛlnik;9A;16;Zarzπd  Zachodniopomorskiego Oddzia≥u Terenowego PZK;Szczecin;Rubinowa;5;28;Szczecin;Rubinowa;5;28
UKE-KrakÛw;199/K/I/2015;2016-11-09;SP0MASR;T;500;SP9BRP;SP9ODK;SQ9DEN;Polski Zwiπzek KrÛtkofalowcÛw;Warszawa;ul. OkÛlnik;9A;16;Oddzia≥ Terenowy PZK przy  DowÛdztwie 2 Korpusu Zmechanizowanego;KrakÛw;ul. SkrzatÛw;2;;KrakÛw;ul. SkrzatÛw;2;
UKE-Szczecin;146/K/P/2015;2016-11-10;SN1N;T;500;SP1EPI;SP1GZF;SP1CWL;Liga Obrony Kraju;Warszawa;Chocimska;14;;Klub £πcznoúci LOK;Bia≥ogard;ZwyciÍstwa;10;;Bia≥ogard;ZwyciÍstwa;10;
